120,encore,Je ne sais encore rien.,I don't know anything yet.,Je ne sais _____ rien.,Je ne sais <b>encore</b> rien.,[sound:sapi5com-f2e6aa0a-b2bbeeae-dbb86484-313eb15e-5c796562.mp3]
120,encore,Nous sommes encore ici.,We're still here.,Nous sommes _____ ici.,Nous sommes <b>encore</b> ici.,[sound:sapi5com-469da318-ca0c56e6-87855a7d-c123c4c2-90f796aa.mp3]
123,ta,Ma maison est ta maison.,My home is your home.,Ma maison est _____ maison.,Ma maison est <b>ta</b> maison.,[sound:sapi5com-87e6efb1-09d350b2-8ea362ae-56cd4853-97755f70.mp3]
125,combien,Elle a besoin de combien ?,How much does she need?,Elle a besoin de _____?,Elle a besoin de <b>combien</b>?,[sound:sapi5com-ac2ef941-57aff867-8434b49e-32b9c21f-92534d45.mp3]
127,monde,Tout le monde était là.,Everyone was there.,Tout le _____ était là.,Tout le <b>monde</b> était là.,[sound:sapi5com-53a9bc21-c223d71c-f3077f9a-470d192e-f16c9ef1.mp3]
128,va,Personne ne va faire ça.,No one's going to do that.,Personne ne _____ faire ça.,Personne ne <b>va</b> faire ça.,[sound:sapi5com-1fef853b-7537115e-e6ec19d6-dbbc0119-70d8e58c.mp3]
128,va,Tout le monde va bien.,Everybody is fine.,Tout le monde _____ bien.,Tout le monde <b>va</b> bien.,[sound:sapi5com-8600d55b-e1facf4d-79a05485-44f5db0e-1a97a545.mp3]
130,voiture,Il nous faut une voiture.,We need a car.,Il nous faut une _____.,Il nous faut une <b>voiture</b>.,[sound:sapi5com-a46d49ed-d60f2942-01ff3edd-f7c06042-30d734ab.mp3]
131,bon,À quoi bon faire cela ?,What's the point in doing that?,À quoi _____ faire cela?,À quoi <b>bon</b> faire cela?,[sound:sapi5com-e8ba6465-3a15dc21-d2a36e48-0c870c20-a4c00c58.mp3]
131,bon,Je suis bon.,I am good.,Je suis _____.,Je suis <b>bon</b>.,[sound:sapi5com-6a01a7f2-a8f16199-9941fe25-8f67bbd0-4968e6a9.mp3]
132,fois,Encore une fois.,Once again.,Encore une _____.,Encore une <b>fois</b>.,[sound:sapi5com-6731194d-9db146e4-aa79a42f-270714a4-4ea01c44.mp3]
135,aussi,Nous aussi nous sommes là.,"We're here, too.",Nous _____ nous sommes là.,Nous <b>aussi</b> nous sommes là.,[sound:sapi5com-91d307e1-0189f84a-36fb7134-c35712a0-c20cd777.mp3]
136,vu,Je vous y ai vu.,I saw you there.,Je vous y ai _____.,Je vous y ai <b>vu</b>.,[sound:sapi5com-4152bff1-a36829af-32420714-c70d3ef7-ef57e878.mp3]
136,vu,Nous avons vu quelque chose.,We saw something.,Nous avons _____ quelque chose.,Nous avons <b>vu</b> quelque chose.,[sound:sapi5com-b62909bb-78885c9e-3d1eb339-fafe8dc9-25fd409e.mp3]
138,ceci,Ceci et rien de plus.,This and no more.,_____ et rien de plus.,<b>Ceci</b> et rien de plus.,[sound:sapi5com-c48010d3-131c1cec-e35398c4-ceff38ee-ec9f54a8.mp3]
140,hier,Nous avons fait ça hier.,We did that yesterday.,Nous avons fait ça _____.,Nous avons fait ça <b>hier</b>.,[sound:sapi5com-26d133a8-8c3418d5-6d25bf4b-3a2d4b02-a2212365.mp3]
141,travail,Je dois aller au travail.,I have to go to work.,Je dois aller au _____.,Je dois aller au <b>travail</b>.,[sound:sapi5com-b702dc67-4f1a2466-f53586c5-48119c8a-5210326f.mp3]
142,père,Comment va ton père ?,How's your father?,Comment va ton _____?,Comment va ton <b>père</b>?,[sound:sapi5com-79ed5cd7-31219006-170a203f-3ae63bdb-a4dbe41a.mp3]
147,maintenant,Je vais maintenant y aller.,I'm going to go now.,Je vais _____ y aller.,Je vais <b>maintenant</b> y aller.,[sound:sapi5com-32a621fc-4000e5c3-fead6bcd-9a2cb0a2-7342ace8.mp3]
149,juste,Ma voiture est juste là.,My car is right there.,Ma voiture est _____ là.,Ma voiture est <b>juste</b> là.,[sound:sapi5com-66128b9c-f81dab54-48f94e7b-2d6df4b8-0482e6d2.mp3]
150,après,Tu avais bon après tout.,You were right after all.,Tu avais bon _____ tout.,Tu avais bon <b>après</b> tout.,[sound:sapi5com-a94bf46f-fadd19fd-10e93b73-527a99a5-8a972b8a.mp3]
152,eu,Il m'a eu.,He tricked me.,Il m'a _____.,Il m'a <b>eu</b>.,[sound:sapi5com-8c56e570-bdd82abb-3e5ffaa4-9f00dc55-28a3731b.mp3]
152,eu,Je vous ai eu.,I've got you.,Je vous ai _____.,Je vous ai <b>eu</b>.,[sound:sapi5com-5dc12fe7-c9ac372f-19e13e2a-2ed70809-e4913dc6.mp3]
153,aider,Nous sommes là pour aider.,We're here to help.,Nous sommes là pour _____.,Nous sommes là pour <b>aider</b>.,[sound:sapi5com-1e4c3c78-41be72ae-fa80d3e7-bc61e874-bbf46ff8.mp3]
155,toutes,Vous pouvez toutes aider.,You can all help.,Vous pouvez _____ aider.,Vous pouvez <b>toutes</b> aider.,[sound:sapi5com-2f704a17-23b9b193-b0deec72-54fcfb0d-a7ce3442.mp3]
156,chez,Fais comme chez toi.,Please make yourself at home.,Fais comme _____ toi.,Fais comme <b>chez</b> toi.,[sound:sapi5com-c4e795c1-61f038e6-ab6729ec-8e924a4b-9b34ab68.mp3]
159,déjà,Ça a déjà été fait.,It's already been done.,Ça a _____ été fait.,Ça a <b>déjà</b> été fait.,[sound:sapi5com-1a2f7ebb-4311fc30-0a7722b2-8e1c7415-865522d1.mp3]
160,livre,Ce livre est très bon.,This book is very good.,Ce _____ est très bon.,Ce <b>livre</b> est très bon.,[sound:sapi5com-5033bb15-5147c579-ccd1fea3-75ca3ced-bfb370bd.mp3]
162,français,On peut parler français ?,Can we speak French?,On peut parler _____?,On peut parler <b>français</b>?,[sound:sapi5com-3393129d-2a0e3818-fcc2e25c-2bfba5b3-5154aba4.mp3]
165,porte,Je me porte bien.,I'm okay.,Je me _____ bien.,Je me <b>porte</b> bien.,[sound:sapi5com-4881f214-1192ada0-bfbde80e-a298d8ef-f0abe4f9.mp3]
165,porte,Porte ça pour moi.,Carry this for me.,_____ ça pour moi.,<b>Porte</b> ça pour moi.,[sound:sapi5com-867a4ca6-f879fac0-c85a0087-f85650ad-cd4286d0.mp3]
165,porte,Porte ce que tu veux.,Wear whatever you want.,_____ ce que tu veux.,<b>Porte</b> ce que tu veux.,[sound:sapi5com-06483bcb-ea5d66b7-2bfa2718-87c59d46-c49d383d.mp3]
166,assez,Elles en ont eu assez.,They've had enough.,Elles en ont eu _____.,Elles en ont eu <b>assez</b>.,[sound:sapi5com-683e49aa-340eff22-5ff20c69-b0dbc9d7-2f5ba00a.mp3]
167,mieux,Fais juste de ton mieux.,Just do your best.,Fais juste de ton _____.,Fais juste de ton <b>mieux</b>.,[sound:sapi5com-276c10d0-f78e75f7-e22add83-e6e960a2-2e5d699f.mp3]
167,mieux,Je vais mieux.,I am better.,Je vais _____.,Je vais <b>mieux</b>.,[sound:sapi5com-ba7f9e59-1305ef41-e05de198-ed27a450-4a28092c.mp3]
169,bonne,Tu fais la bonne chose.,You're doing the right thing.,Tu fais la _____ chose.,Tu fais la <b>bonne</b> chose.,[sound:sapi5com-14426aac-40d77917-cdca2dea-caa1e14e-cc4c6057.mp3]
170,puis,Je ne puis le dire.,I can't say.,Je ne _____ le dire.,Je ne <b>puis</b> le dire.,[sound:sapi5com-77c4185d-df8c1a73-393fd5c7-84ace5ce-f0ce8f06.mp3]
171,trois,Nous sommes trois.,There are three of us.,Nous sommes _____.,Nous sommes <b>trois</b>.,[sound:sapi5com-14e2b435-62af3de0-d8643f17-6679c166-671fe854.mp3]
173,prendre,Je vais prendre ma voiture.,I'm going to take my car.,Je vais _____ ma voiture.,Je vais <b>prendre</b> ma voiture.,[sound:sapi5com-a35c4946-53c85796-bc0853b2-33536400-fad41f1a.mp3]
174,sans,Tout est mieux sans toi.,Everything is better without you.,Tout est mieux _____ toi.,Tout est mieux <b>sans</b> toi.,[sound:sapi5com-7b976e84-05904430-5a6a8d9e-95444c2e-9f949fff.mp3]
175,demain,On va où demain ?,Where are we going tomorrow?,On va où _____?,On va où <b>demain</b>?,[sound:sapi5com-aba86599-10b7d34d-9d2deb85-17540456-e1763877.mp3]
176,école,Elle aime beaucoup son école.,She likes her school a lot.,Elle aime beaucoup son _____.,Elle aime beaucoup son <b>école</b>.,[sound:sapi5com-4ee743ee-d9d84464-8799310c-42767d31-c142769f.mp3]
177,avant,Fais un pas en avant.,Step forward.,Fais un pas en _____.,Fais un pas en <b>avant</b>.,[sound:sapi5com-502db5fa-6be28365-8acb53de-09abe6c1-2e487547.mp3]
178,vie,Je lui dois la vie.,I owe him my life.,Je lui dois la _____.,Je lui dois la <b>vie</b>.,[sound:sapi5com-4ce1eb34-af0b1437-5b25b690-8c8b4add-e80cec4b.mp3]
178,vie,Nous sommes toujours en vie.,We're still alive.,Nous sommes toujours en _____.,Nous sommes toujours en <b>vie</b>.,[sound:sapi5com-485e73d0-cc45eabc-ed325d89-b6c04aad-f2c5beaf.mp3]
179,dû,Il a dû y aller.,He had to go there.,Il a _____ y aller.,Il a <b>dû</b> y aller.,[sound:sapi5com-d64df185-29128190-2d91a6e7-1cd63569-43c4d623.mp3]
180,savoir,Je pensais savoir quoi faire.,I thought I knew what to do.,Je pensais _____ quoi faire.,Je pensais <b>savoir</b> quoi faire.,[sound:sapi5com-4c470d6f-ad6c8961-2890ee3b-f744f041-c6c752a7.mp3]
181,seul,Il l'a fait tout seul.,He did it himself.,Il l'a fait tout _____.,Il l'a fait tout <b>seul</b>.,[sound:sapi5com-74ce94a6-80d6e105-18e9f52b-48572dd0-21dcfd7a.mp3]
181,seul,Je suis très seul ici.,I'm very lonely here.,Je suis très _____ ici.,Je suis très <b>seul</b> ici.,[sound:sapi5com-64beb787-b3678545-06226961-2ef83872-531b7009.mp3]
182,enfants,Ils ont maintenant trois enfants.,Now they have three children.,Ils ont maintenant trois _____.,Ils ont maintenant trois <b>enfants</b>.,[sound:sapi5com-4a9219be-61373bb5-a34e0d5c-cce9b109-23ae0d33.mp3]
182,enfants,Les enfants sont déjà là.,The kids are already here.,Les _____ sont déjà là.,Les <b>enfants</b> sont déjà là.,[sound:sapi5com-c5d7af3c-9d6f4fa6-63cf7866-68caef34-6d9bf6d3.mp3]
183,mère,Tu dois aider ta mère !,You must help your mother.,Tu dois aider ta _____!,Tu dois aider ta <b>mère</b>!,[sound:sapi5com-ebd08c24-2a83474d-d522d59a-39157538-8aa2ee3a.mp3]
185,heure,Tu as une heure.,You have one hour.,Tu as une _____.,Tu as une <b>heure</b>.,[sound:sapi5com-42adb591-4172b7df-21d21db5-bed5d5e3-3fbd4ec1.mp3]
186,homme,Il était le seul homme.,He was the only man.,Il était le seul _____.,Il était le seul <b>homme</b>.,[sound:sapi5com-e53b115d-aea0c51f-7fd006b2-2ddb6ac8-6b253603.mp3]
188,manger,On ne va rien manger.,We're not going to eat anything.,On ne va rien _____.,On ne va rien <b>manger</b>.,[sound:sapi5com-ad0c1c8f-ec6ace04-e78cf89f-165614d6-520a64e1.mp3]
189,toute,Je suis toute à toi.,I'm all yours.,Je suis _____ à toi.,Je suis <b>toute</b> à toi.,[sound:sapi5com-c3844c1c-3264d853-190e4331-f26f7bfb-67b439b2.mp3]
190,problème,Cela peut être un problème.,That can be a problem.,Cela peut être un _____.,Cela peut être un <b>problème</b>.,[sound:sapi5com-b95bb7d7-a2c26e3a-dcc8392c-8eb2b6a7-fdaa62ec.mp3]
191,gens,Je dois aider ces gens.,I must help these people.,Je dois aider ces _____.,Je dois aider ces <b>gens</b>.,[sound:sapi5com-3e1b450f-1dfda23d-4f2cb06a-26475610-ca282a08.mp3]
192,tes,T'es assez bonne.,You're pretty good.,T'es assez bonne.,T'es assez bonne.,[sound:sapi5com-6f23f7e0-ec26e039-18d79660-a2d8924c-140324a7.mp3]
193,simplement,Fais simplement ton travail !,Just do your job.,Fais _____ ton travail!,Fais <b>simplement</b> ton travail!,[sound:sapi5com-1e74e407-3001c294-24cf8f30-b03ae294-103f145c.mp3]
194,nuit,Bonne nuit tout le monde !,"Good night, everyone!",Bonne _____ tout le monde!,Bonne <b>nuit</b> tout le monde!,[sound:sapi5com-8dd2fceb-5b2be9e9-38a9452d-301e5266-df9cb9c1.mp3]
194,nuit,Il fait encore nuit.,It's still dark.,Il fait encore _____.,Il fait encore <b>nuit</b>.,[sound:sapi5com-ebac3189-2515273d-f1caceea-e26528c5-a73438e8.mp3]
197,cet,Où va tout cet argent ?,Where's all that money going?,Où va tout _____ argent?,Où va tout <b>cet</b> argent?,[sound:sapi5com-fd824b21-6c2134cc-84bc0c6d-1cfcd0cb-c49898d4.mp3]
198,grand,Il est aussi grand qu'elle.,He is as tall as her.,Il est aussi _____ qu'elle.,Il est aussi <b>grand</b> qu'elle.,[sound:sapi5com-66d3d319-4fa9e227-2ed5335e-5378d5ab-1592eda6.mp3]
199,vos,Où sont vos enfants ?,Where are your children?,Où sont _____ enfants?,Où sont <b>vos</b> enfants?,[sound:sapi5com-2b8adbe7-e2c45cc5-5c424e5d-043295be-4d4007c4.mp3]
201,mal,Ils ne sont pas mal.,They're not bad.,Ils ne sont pas _____.,Ils ne sont pas <b>mal</b>.,[sound:sapi5com-0ab3a8dc-b5b6a3f2-a72bb336-17f8a247-d81ae583.mp3]
202,pris,Elle a pris son livre.,She took her book.,Elle a _____ son livre.,Elle a <b>pris</b> son livre.,[sound:sapi5com-d4dd60bf-8a729bf9-74c27167-5bdeceea-702e2829.mp3]
205,jour,Demain est un autre jour.,Tomorrow is another day.,Demain est un autre _____.,Demain est un autre <b>jour</b>.,[sound:sapi5com-740475c7-8b6b6797-a26ea673-62ea5352-63254049.mp3]
207,chien,Quel grand chien !,What a big dog!,Quel grand _____!,Quel grand <b>chien</b>!,[sound:sapi5com-f14fffc3-c09eeb5c-b7cb8f89-fd2a6b88-e5dea63a.mp3]
211,sens,Je me sens assez seul.,I feel lonely.,Je me _____ assez seul.,Je me <b>sens</b> assez seul.,[sound:sapi5com-ba3a7370-66bfc1a3-8c893e2e-eeb32d64-4776f7fb.mp3]
211,sens,Tout ceci a du sens.,It all makes sense.,Tout ceci a du _____.,Tout ceci a du <b>sens</b>.,[sound:sapi5com-cb325255-7bde4598-f9b38000-c84e2e96-e9fbe0dd.mp3]
211,sens,Tu sens bon.,You smell good.,Tu _____ bon.,Tu <b>sens</b> bon.,[sound:sapi5com-47395f6a-ce7029dc-f4a0d4bf-47259940-08f10570.mp3]
212,aide,Qui aide ta mère ?,Who helps your mother?,Qui _____ ta mère?,Qui <b>aide</b> ta mère?,[sound:sapi5com-34bccaef-0e09a7d3-ec7600c1-e53d3559-6d40abda.mp3]
213,partir,Elle peut partir demain.,She can leave tomorrow.,Elle peut _____ demain.,Elle peut <b>partir</b> demain.,[sound:sapi5com-fced19d0-93554df4-a2e0a6f3-dabf7cab-8221a32c.mp3]
213,partir,"Tu devrais partir, maintenant.",You should go now.,"Tu devrais _____, maintenant.","Tu devrais <b>partir</b>, maintenant.",[sound:sapi5com-655b43af-5cc0c08b-489d2925-dc30f652-e8f8010e.mp3]
214,soir,Qui va parler ce soir ?,Who is going to speak tonight?,Qui va parler ce _____?,Qui va parler ce <b>soir</b>?,[sound:sapi5com-d29a3939-9c5222ae-5d08c863-5dac4e9e-1cdd5383.mp3]
216,dis,Fais comme je te dis.,Do as I tell you.,Fais comme je te _____.,Fais comme je te <b>dis</b>.,[sound:sapi5com-700a375a-5c0274a7-7ee00898-b092f398-76eae48c.mp3]
217,idée,Ce fut une bonne idée.,It was a good idea.,Ce fut une bonne _____.,Ce fut une bonne <b>idée</b>.,[sound:sapi5com-beb08238-8b953bd8-99b983ce-2a74e8ff-578a0f6c.mp3]
218,venir,Il veut toujours venir.,He still wants to come.,Il veut toujours _____.,Il veut toujours <b>venir</b>.,[sound:sapi5com-4a7b7735-a674214b-53ba8a80-8861fee9-a5b62df3.mp3]
219,petit,Ce livre est très petit.,This book is very small.,Ce livre est très _____.,Ce livre est très <b>petit</b>.,[sound:sapi5com-90e77138-7f31d4d0-928dfb6e-05715542-03a74960.mp3]
219,petit,Nous avons un petit problème.,We have a little problem.,Nous avons un _____ problème.,Nous avons un <b>petit</b> problème.,[sound:sapi5com-a04ff2f5-5eb9ce21-45da1431-421f247b-42b559bd.mp3]
220,heureux,On veut juste être heureux.,We just want to be happy.,On veut juste être _____.,On veut juste être <b>heureux</b>.,[sound:sapi5com-df681849-8c2a59d5-b6eac780-270ae992-177b6244.mp3]
223,passé,Le passé est le passé.,The past is the past.,Le _____ est le _____.,Le <b>passé</b> est le <b>passé</b>.,[sound:sapi5com-6d7fb64f-c8b1f6f5-bb92b4ca-c50f3054-83b99b68.mp3]
224,croire,Tu dois croire en toi.,You have to believe in yourself.,Tu dois _____ en toi.,Tu dois <b>croire</b> en toi.,[sound:sapi5com-89e7bea5-bdcc1447-1155de39-eeee3641-245b9874.mp3]
226,nouveau,Ce livre est nouveau.,This book's new.,Ce livre est _____.,Ce livre est <b>nouveau</b>.,[sound:sapi5com-024d2c0d-c6c9ce54-99a39d48-653a9368-3c414c29.mp3]
226,nouveau,Elle l'a fait à nouveau.,She did it again.,Elle l'a fait à _____.,Elle l'a fait à <b>nouveau</b>.,[sound:sapi5com-3bf3eaa3-e3bb7bea-84145353-408a3e15-6397d996.mp3]
228,jours,Cela va prendre quelque jours.,It's going to take a few days.,Cela va prendre quelque _____.,Cela va prendre quelque <b>jours</b>.,[sound:sapi5com-d972eff7-63c8d986-926e7217-49d47529-e14d84e0.mp3]
230,sûr,Je suis sûr.,I am sure.,Je suis _____.,Je suis <b>sûr</b>.,[sound:sapi5com-83afc084-c50c85a5-8e298aa5-b8c4d419-ef422ac0.mp3]
231,rendre,Je vais te rendre heureux.,I'll make you happy.,Je vais te _____ heureux.,Je vais te <b>rendre</b> heureux.,[sound:sapi5com-b76ef5db-b5664bd3-7ca6ac41-657d2cf7-b4406848.mp3]
234,demandé,Ce travail m'a beaucoup demandé.,That job took a lot out of me.,Ce travail m'a beaucoup _____.,Ce travail m'a beaucoup <b>demandé</b>.,[sound:sapi5com-c2ae0d05-e3998d21-178bfed6-bf773d84-195d6bb5.mp3]
234,demandé,Elles lui ont demandé.,They asked him.,Elles lui ont _____.,Elles lui ont <b>demandé</b>.,[sound:sapi5com-c3b444e1-a2ce0c41-3fe0fcd4-bfd03405-04c6f8b0.mp3]
